partida_id,clube,atleta,minuto,tipo_de_gol
7447,Cuiaba,Elton Rodrigues Brandão,88,gol normal
7447,Cuiaba,Jonathan Cafú,4,gol normal
7449,Juventude,Ricardo Bueno,32,gol normal
7449,Corinthians,Róger Guedes,85,gol normal
7450,Fluminense,Raúl Bobadilla,10,gol normal
7450,Chapecoense,Pedro Perotti,61,gol normal
7450,Fluminense,Luiz Henrique,18,gol normal
7456,America-MG,Lucas Kal,70,gol normal
7456,America-MG,Felipe Azevedo,48,gol normal
7457,Cuiaba,Juan Quintero Fletcher,45,Gol Contra
7457,Cuiaba,Jenison de Jesus Brito e Brito,67,gol normal
7457,Juventude,Guilherme Castilho,55,gol normal
7458,Chapecoense,Anselmo Ramon,90,gol normal
7458,Chapecoense,Mike dos Santos Nenatarvicius,78,gol normal
7458,Bragantino,Artur Victor Guimarães,38,Penalty
7460,Gremio,Aldemir Ferreira,45,gol normal
7460,Gremio,Diego Souza,43,gol normal
7462,Flamengo,Pedro,57,gol normal
7462,Flamengo,Michael Richard Delgado de Oliveira,81,gol normal
7462,Flamengo,Michael Richard Delgado de Oliveira,17,gol normal
7462,Palmeiras,Wesley Ribeiro Silva,15,gol normal
7461,Atletico-MG,Junior Alonso,69,gol normal
7461,Atletico-MG,Matías Zaracho,49,gol normal
7463,Corinthians,Gabriel Pereira dos Santos,60,gol normal
7463,Atletico-GO,Zé Roberto,89,gol normal
7464,Fluminense,Luiz Henrique,66,gol normal
7464,Fluminense,Nino,50,gol normal
7464,Sao Paulo,Reinaldo Manoel da Silva,60,Penalty
7465,Internacional,Patrick,4,gol normal
7466,Palmeiras,Luiz Adriano,28,gol normal
7466,Palmeiras,Raphael Cavalcante Veiga,10,gol normal
7467,Athletico-PR,Renato Kayzer,71,gol normal
7467,Athletico-PR,Bissoli,63,Penalty
7467,Juventude,Ricardo Bueno,56,Penalty
7468,Atletico-MG,Hulk,45,gol normal
7468,Atletico-MG,Eduardo Vargas,90,Penalty
7468,Atletico-MG,Diego Costa,35,gol normal
7469,Bragantino,Ytalo José dos Santos,70,gol normal
7469,Bahia,Hugo Rodallega,62,gol normal
7471,Internacional,Edenílson Andrade dos Santos,90,gol normal
7472,Atletico-GO,Matheus Barbosa Teixeira,71,gol normal
7472,Sao Paulo,Luciano da Rocha Neves,56,gol normal
7472,Sao Paulo,Emiliano Rigoni,36,gol normal
7473,America-MG,Marlon,7,gol normal
7473,Corinthians,Giuliano Victor de Paula,17,gol normal
7474,Gremio,Miguel Borja,45,gol normal
7475,Cuiaba,Felipe Marques,76,gol normal
7475,Cuiaba,Jonathan Cafú,23,Penalty
7475,Fluminense,Raúl Bobadilla,20,gol normal
7475,Fluminense,Luiz Henrique,5,gol normal
7476,Ceara,Jael,53,Penalty
7477,Corinthians,Róger Guedes,84,gol normal
7477,Corinthians,Róger Guedes,20,gol normal
7477,Palmeiras,Gabriel Menino,45,gol normal
7479,Flamengo,Michael Richard Delgado de Oliveira,89,gol normal
7479,America-MG,Alexandre Egea,90,gol normal
7480,Internacional,Yuri Alberto,39,gol normal
7480,Internacional,Rodrigo Dourado,74,gol normal
7481,Bragantino,Hélio Junio Nunes de Castro,62,gol normal
7481,Fluminense,Luiz Henrique,42,gol normal
7481,Fluminense,Fred,12,gol normal
7482,Juventude,Guilherme Castilho,84,gol normal
7482,Juventude,Dawhan,64,gol normal
7482,Juventude,Ricardo Bueno,45,gol normal
7484,Athletico-PR,Renato Kayzer,61,gol normal
7484,Athletico-PR,Renato Kayzer,55,gol normal
7484,Gremio,Vanderson de Oliveira Campos,84,gol normal
7484,Athletico-PR,Pedro Rocha Neves,45,gol normal
7484,Gremio,Thiago dos Santos,59,gol normal
7484,Athletico-PR,Pedro Rocha Neves,31,gol normal
7483,Fortaleza,Marcelo da Conceição Benevenuto Malaquias,33,gol normal
7486,America-MG,Ademir,83,gol normal
7486,America-MG,Mauro Zárate,13,gol normal
7487,Atletico-GO,Felipe,18,Gol Contra
7487,Atletico-GO,Brian Montenegro,90,gol normal
7487,Atletico-GO,Gabriel Baralhas,75,gol normal
7488,Bragantino,Jan Hurtado,84,gol normal
7488,Bragantino,Luan Cândido,56,gol normal
7488,Corinthians,Gustavo Mosquito,90,gol normal
7488,Corinthians,Renato Augusto,90,gol normal
7489,Atletico-MG,Keno,78,gol normal
7490,Flamengo,Éverton Ribeiro,5,gol normal
7490,Flamengo,Andreas Pereira,45,gol normal
7490,Flamengo,Bruno Henrique,10,gol normal
7491,Sao Paulo,Emiliano Rigoni,36,gol normal
7491,Chapecoense,Mike dos Santos Nenatarvicius,76,gol normal
7492,Juventude,Guilherme Castilho,6,gol normal
7492,Palmeiras,Danilo dos Santos de Oliveira,29,gol normal
7493,Sport,Gustavo,53,gol normal
7493,Gremio,Douglas Costa,85,gol normal
7493,Sport,Mikael,70,gol normal
7496,Corinthians,Jô,69,gol normal
7496,Corinthians,Víctor Cantillo,52,gol normal
7496,Bahia,Gilberto Oliveira Souza Junior,33,Penalty
7496,Corinthians,Róger Guedes,45,Penalty
7497,Chapecoense,Geuvânio,28,gol normal
7497,Chapecoense,Mike dos Santos Nenatarvicius,70,Penalty
7497,Atletico-MG,Eduardo Sasha,83,gol normal
7497,Atletico-MG,Dylan Borrero,19,gol normal
7498,Athletico-PR,David Terans,51,gol normal
7498,Athletico-PR,Márcio Almeida de Oliveira,43,gol normal
7499,Juventude,Paulo Bóia,80,Penalty
7499,Sport,Francisco Alves da Silva Neto,69,gol normal
7499,Sport,Mikael,49,gol normal
7499,Sport,José Welison,36,gol normal
7501,Bragantino,Artur Victor Guimarães,58,gol normal
7501,Flamengo,Pedro,39,gol normal
7504,Cuiaba,Max Alves,23,gol normal
7504,Gremio,Alisson Euler de Freitas Castro,82,gol normal
7504,Gremio,Alisson Euler de Freitas Castro,52,gol normal
7504,Cuiaba,Marllon Borges,79,gol normal
7502,Fortaleza,Cristian Chagas Tarouco,60,gol normal
7502,Fortaleza,Marcelo da Conceição Benevenuto Malaquias,49,gol normal
7503,America-MG,Patric Cabral Lalau,73,gol normal
7503,Palmeiras,Rony,29,gol normal
7503,America-MG,Ademir,90,Penalty
7505,Santos,Carlos Andrés Sánchez,5,gol normal
7505,Sao Paulo,Jonathan Calleri,35,Penalty
7507,Atletico-MG,Diego Costa,87,gol normal
7507,Atletico-MG,Hulk,32,gol normal
7507,Atletico-MG,Hulk,45,Penalty
7507,Ceara,Gabriel Lacerda,90,gol normal
7508,Sport,Paulinho Moccelin,81,gol normal
7509,Flamengo,Michael Richard Delgado de Oliveira,64,gol normal
7509,Flamengo,Pedro,60,gol normal
7509,Flamengo,Michael Richard Delgado de Oliveira,67,gol normal
7510,Bahia,Gilberto Oliveira Souza Junior,50,gol normal
7510,Bahia,Raí Nascimento de Oliveira,44,gol normal
7511,Bragantino,Artur Victor Guimarães,76,gol normal
7511,Palmeiras,Eduardo Pereira Rodrigues,43,gol normal
7511,Palmeiras,Raphael Cavalcante Veiga,62,Penalty
7511,Bragantino,Artur Victor Guimarães,36,gol normal
7511,Bragantino,Tomás Cuello,34,gol normal
7511,Bragantino,Ytalo José dos Santos,13,gol normal
7512,America-MG,Juninho,11,gol normal
7512,Juventude,Dawhan,44,gol normal
7513,Chapecoense,Mike dos Santos Nenatarvicius,61,gol normal
7513,Internacional,Yuri Alberto,36,gol normal
7513,Internacional,Matheus Cadorini,58,gol normal
7513,Internacional,Yuri Alberto,2,gol normal
7513,Internacional,Taison,6,gol normal
7513,Chapecoense,Mike dos Santos Nenatarvicius,82,gol normal
7513,Internacional,Yuri Alberto,40,gol normal
7514,Santos,Wagner Leonardo,90,gol normal
7516,Bragantino,Jadsom,69,gol normal
7518,Atletico-MG,Ignacio Fernández,81,gol normal
7518,Santos,Raniel,48,gol normal
7518,Atletico-MG,Nathan Silva,75,gol normal
7518,Atletico-MG,Ignacio Fernández,69,Penalty
7519,Athletico-PR,Christian Roberto Alves Cardoso,89,gol normal
7519,Chapecoense,Matheus Antunes Ribeiro,58,gol normal
7520,Juventude,William Matheus,57,gol normal
7520,Flamengo,Andreas Pereira,35,gol normal
7520,Flamengo,Pedro,26,gol normal
7520,Flamengo,Kenedy,12,gol normal
7521,Fortaleza,Yago Pikachu,79,gol normal
7522,Corinthians,Gabriel Pereira dos Santos,69,gol normal
7523,Internacional,Patrick,64,gol normal
7523,Internacional,Patrick,14,gol normal
7523,America-MG,Ademir,16,gol normal
7523,Internacional,Yuri Alberto,90,gol normal
7525,Cuiaba,Elton Rodrigues Brandão,69,Penalty
7524,Ceara,Fabinho,23,gol normal
7524,Sao Paulo,Jonathan Calleri,52,gol normal
7526,Fortaleza,Yago Pikachu,90,Penalty
7526,Fortaleza,Bruno Ferreira Melo,6,gol normal
7526,Chapecoense,Rodriguinho,42,gol normal
7528,Fluminense,Ivaldo,34,Gol Contra
7529,Palmeiras,Raphael Cavalcante Veiga,52,Penalty
7530,Bragantino,Hélio Junio Nunes de Castro,12,gol normal
7530,Ceara,Gabriel Lacerda,90,gol normal
7530,Ceara,Fabrício Bruno,90,Gol Contra
7530,Bragantino,Alerrandro Barra Mansa Realino de Souza,70,gol normal
7531,Gremio,Mathías Villasanti,56,gol normal
7531,Gremio,Diego Souza,25,gol normal
7531,Juventude,Roberson,90,gol normal
7531,Gremio,Douglas Costa,23,gol normal
7531,Juventude,Marcos Vinicios,59,gol normal
7532,Atletico-GO,Oliveira,81,gol normal
7532,Atletico-GO,Janderson,65,gol normal
7532,Atletico-MG,Nathan Silva,59,gol normal
7535,Sao Paulo,Jonathan Calleri,7,gol normal
7452,Palmeiras,Deyverson,72,gol normal
7452,Palmeiras,José Rafael Vivian,45,gol normal
7452,Ceara,Cléber,89,gol normal
7453,Bragantino,Bruno Gonçalves,90,gol normal
7453,Internacional,Maurício,39,gol normal
7536,America-MG,Alexandre Egea,47,gol normal
7536,America-MG,Ademir,45,Penalty
7538,Fluminense,John Kennedy,17,gol normal
7538,Flamengo,Renê Rodrigues Martins,71,gol normal
7538,Fluminense,Abel Hernández,85,gol normal
7538,Fluminense,John Kennedy,61,gol normal
7539,Fortaleza,Lucas Rafael Araújo Lima,1,gol normal
7539,Fortaleza,Robson Fernandes,61,gol normal
7539,Fortaleza,Yago Pikachu,7,gol normal
7540,Internacional,Gustavo Maia,90,gol normal
7540,Internacional,Rodrigo Lindoso,9,gol normal
7540,Corinthians,Fábio Santos,67,Penalty
7540,Corinthians,Giuliano Victor de Paula,61,gol normal
7541,Atletico-MG,Jair Rodrigues Júnior,45,gol normal
7541,Cuiaba,Nathan Silva,2,Gol Contra
7541,Atletico-MG,Hulk,4,gol normal
7542,Bragantino,Luan Cândido,56,gol normal
7543,Bahia,Luiz Otávio da Silva Santos,52,gol normal
7543,Bahia,Raí Nascimento de Oliveira,20,gol normal
7543,Bahia,Gilberto Oliveira Souza Junior,2,gol normal
7544,Atletico-GO,Igor Aquino da Silva,43,gol normal
7544,Atletico-GO,Marlon Freitas,72,Penalty
7545,Sport,Leandro Barcia Montero,4,gol normal
7545,Palmeiras,Felipe Melo,81,gol normal
7545,Palmeiras,Luiz Adriano,53,gol normal
7494,Santos,Diego Tardelli,62,gol normal
7494,Santos,Madson,33,gol normal
7495,Bahia,Gilberto Oliveira Souza Junior,57,gol normal
7495,Ceara,Stiven Mendoza,54,gol normal
7546,Bragantino,Ytalo José dos Santos,3,gol normal
7546,Bragantino,Francisco Alves da Silva Neto,50,Gol Contra
7546,Bragantino,Tomás Cuello,87,gol normal
7556,Santos,Madson,48,gol normal
7557,Flamengo,Michael Richard Delgado de Oliveira,25,gol normal
7559,America-MG,Felipe Azevedo,84,gol normal
7559,America-MG,Ademir,42,Penalty
7559,Fortaleza,David Corrêa da Fonseca,51,gol normal
7560,Palmeiras,Breno Lopes,90,gol normal
7560,Palmeiras,Raphael Cavalcante Veiga,45,gol normal
7560,Palmeiras,Raphael Cavalcante Veiga,45,Penalty
7560,Gremio,Diego Souza,12,gol normal
7561,Ceara,Vinícius,7,Penalty
7562,Sao Paulo,Gabriel Sara,5,gol normal
7563,Sport,Mikael,86,gol normal
7563,Sport,Mikael,76,Penalty
7564,Cuiaba,Rafael Gustavo Meneghel Gava,90,gol normal
7565,Corinthians,Róger Guedes,90,gol normal
7305,Flamengo,Gabriel Barbosa,29,gol normal
7305,Flamengo,Gabriel Barbosa,17,gol normal
7305,Athletico-PR,Bissoli,90,gol normal
7305,Athletico-PR,Renato Kayzer,63,gol normal
7454,Gremio,Jaminton Campaz,56,gol normal
7454,Atletico-MG,Matías Zaracho,12,gol normal
7454,Atletico-MG,Eduardo Vargas,75,Penalty
7455,Flamengo,Michael Richard Delgado de Oliveira,74,gol normal
7455,Flamengo,Michael Richard Delgado de Oliveira,44,gol normal
7576,Corinthians,Víctor Cantillo,87,gol normal
7577,Internacional,Taison,40,gol normal
7578,Fluminense,David Braz,90,gol normal
7581,Palmeiras,Raphael Cavalcante Veiga,72,gol normal
7581,Palmeiras,Rony,44,gol normal
7579,Athletico-PR,Pedro Rocha Neves,90,gol normal
7579,Athletico-PR,Márcio Almeida de Oliveira,60,gol normal
7580,Atletico-MG,Guilherme Arana,62,gol normal
7582,Bahia,Rossicley Pereira da Silva,77,gol normal
7583,Ceara,Messias Rodrigues da Silva Júnior,48,gol normal
7584,Flamengo,Michael Richard Delgado de Oliveira,41,gol normal
7584,Flamengo,Matheuzinho,26,gol normal
7584,Chapecoense,Kaio Nunes,35,gol normal
7584,Chapecoense,Kaio Nunes,31,gol normal
7567,Gremio,Diego Souza,62,gol normal
7568,Ceara,Rick,52,gol normal
7568,Athletico-PR,Pedro Henrique Ribeiro Gonçalves,68,gol normal
7568,Athletico-PR,Renato Kayzer,44,gol normal
7570,Santos,Marinho,28,gol normal
7570,Santos,Carlos Andrés Sánchez,90,Penalty
7569,Atletico-MG,Hulk,90,gol normal
7569,Atletico-MG,Keno,51,gol normal
7569,Atletico-MG,Diego Costa,14,gol normal
7571,Palmeiras,Breno Lopes,90,gol normal
7571,Palmeiras,Gustavo Scarpa,64,Penalty
7571,Palmeiras,Rony,31,gol normal
7571,Palmeiras,Raphael Cavalcante Veiga,14,gol normal
7574,Internacional,Matheus Cadorini,88,gol normal
7574,Juventude,Dawhan,65,gol normal
7574,Juventude,Paulo Victor,86,Gol Contra
7572,Fortaleza,Robson Fernandes,59,gol normal
7572,Sao Paulo,Martín Benítez,90,gol normal
7573,America-MG,Alexandre Egea,17,gol normal
7573,Sport,José Welison,76,gol normal
7573,America-MG,Paulo Roberto Valoura Junior,83,gol normal
7573,Sport,Mikael,66,gol normal
7573,America-MG,Ademir,52,gol normal
7575,Flamengo,Gabriel Barbosa,32,Penalty
7575,Flamengo,Andreas Pereira,89,gol normal
7575,Flamengo,Michael Richard Delgado de Oliveira,58,gol normal
7587,America-MG,Juninho,47,gol normal
7587,America-MG,Felipe Azevedo,4,gol normal
7587,Gremio,Aldemir Ferreira,55,gol normal
7587,America-MG,Ademir,45,Penalty
7588,Bragantino,Ytalo José dos Santos,15,gol normal
7588,Bragantino,Hélio Junio Nunes de Castro,4,gol normal
7588,Bragantino,Artur Victor Guimarães,60,Penalty
7589,Internacional,Edenílson Andrade dos Santos,40,gol normal
7589,Athletico-PR,David Terans,37,gol normal
7589,Internacional,Edenílson Andrade dos Santos,65,gol normal
7590,Corinthians,Renato Augusto,51,gol normal
7590,Cuiaba,Paulo Marcos de Jesus Ribeiro,78,gol normal
7590,Corinthians,Giuliano Victor de Paula,3,gol normal
7590,Cuiaba,Pepê,45,gol normal
7590,Corinthians,Róger Guedes,57,gol normal
7591,Flamengo,Gabriel Barbosa,1,gol normal
7591,Flamengo,Michael Richard Delgado de Oliveira,55,gol normal
7591,Flamengo,Michael Richard Delgado de Oliveira,42,gol normal
7591,Flamengo,Bruno Henrique,4,gol normal
7592,Fluminense,Yago Rocha,46,gol normal
7592,Palmeiras,Eduardo Pereira Rodrigues,28,gol normal
7592,Fluminense,Yago Rocha,88,gol normal
7593,Ceara,Marlon,80,gol normal
7593,Ceara,Vinícius,9,gol normal
7593,Sport,Mikael,61,gol normal
7594,Juventude,Vitor Mendes,26,gol normal
7594,Juventude,Guilherme Castilho,2,gol normal
7596,Atletico-MG,Matías Zaracho,45,gol normal
7597,Gremio,Jhonata Robert Alves da Silva,38,gol normal
7597,Gremio,Lucas Silva Borges,34,gol normal
7597,Gremio,Diego Souza,5,gol normal
7599,Santos,Marcos Guilherme,84,gol normal
7599,Santos,Marinho,27,Penalty
7600,Cuiaba,Elton Rodrigues Brandão,69,Penalty
7601,Ceara,Yony González,90,gol normal
7601,Ceara,Vinícius,86,gol normal
7601,Ceara,Vinícius,45,gol normal
7601,Ceara,Lima,14,gol normal
7602,Sao Paulo,Luciano da Rocha Neves,61,gol normal
7602,Sao Paulo,Gabriel Sara,24,gol normal
7603,Juventude,Vitor Mendes,18,gol normal
7604,Flamengo,Bruno Henrique,90,gol normal
7605,Sport,Paulinho Moccelin,66,gol normal
7547,Atletico-MG,Hulk,72,Penalty
7547,Atletico-MG,Hulk,76,gol normal
7549,Gremio,Lucas Silva Borges,36,gol normal
7549,Gremio,Laércio Soldá,80,Gol Contra
7549,Gremio,Thiago dos Santos,60,gol normal
7549,Chapecoense,Bruno Cortês,76,Gol Contra
7548,Fortaleza,Robson Fernandes,38,gol normal
7550,Ceara,Vinícius,48,gol normal
7550,Atletico-GO,João Paulo,55,gol normal
7551,Internacional,Taison,41,gol normal
7551,Flamengo,Andreas Pereira,11,gol normal
7551,Flamengo,Gabriel Barbosa,4,gol normal
7552,Corinthians,Gabriel Girotto Franco,85,gol normal
7552,Corinthians,Jô,47,gol normal
7553,Fluminense,Luiz Henrique,43,gol normal
7553,Fluminense,Fred,83,Penalty
7285,Flamengo,Victor Vinícius Coelho Santos,74,gol normal
7285,Flamengo,Victor Vinícius Coelho Santos,58,gol normal
7285,Gremio,Aldemir Ferreira,82,gol normal
7285,Gremio,Miguel Borja,75,gol normal
7585,Juventude,Ricardo Bueno,88,gol normal
7585,Atletico-GO,Zé Roberto,62,gol normal
7606,Atletico-MG,Matías Zaracho,36,gol normal
7606,Palmeiras,Deyverson,57,gol normal
7606,Palmeiras,Wesley Ribeiro Silva,28,gol normal
7606,Atletico-MG,Hulk,61,gol normal
7607,Fluminense,Fred,4,Penalty
7608,Santos,Marcos Leonardo Santos Almeida,71,Penalty
7608,Santos,Marcos Leonardo Santos Almeida,90,gol normal
7609,Ceara,Yony González,87,gol normal
7609,Ceara,Vinícius,6,gol normal
7609,Corinthians,Róger Guedes,84,gol normal
7616,Gremio,Thiago dos Santos,61,gol normal
7616,Bahia,Daniel Sampaio Simões,85,gol normal
7616,Bahia,Raí Nascimento de Oliveira,18,gol normal
7616,Bahia,Matheus Bahia Santos,13,gol normal
7617,America-MG,Eduardo,50,gol normal
7617,Bragantino,Artur Victor Guimarães,64,gol normal
7618,Sao Paulo,Gabriel Sara,80,gol normal
7618,Sao Paulo,Jonathan Calleri,50,gol normal
7619,Corinthians,Fábio Santos,65,Penalty
7620,Atletico-MG,Hulk,38,Penalty
7620,Fluminense,Manoel Messias Silva Carvalho,14,gol normal
7620,Atletico-MG,Hulk,60,gol normal
7621,Internacional,Luiz Felipe,45,Gol Contra
7621,Santos,Marcos Leonardo Santos Almeida,47,gol normal
7610,Atletico-GO,Marlon Freitas,60,Penalty
7610,Bahia,Hugo Rodallega,71,gol normal
7610,Atletico-GO,Janderson,90,gol normal
7611,Juventude,Ricardo Bueno,45,gol normal
7612,America-MG,Fabrício Daniel de Souza,59,gol normal
7612,America-MG,Ademir,43,gol normal
7612,America-MG,Ademir,70,Penalty
7622,Flamengo,Gabriel Barbosa,3,gol normal
7622,Ceara,Rick,71,gol normal
7622,Flamengo,Matheuzinho,79,gol normal
7623,Palmeiras,Gabriel Silva,4,gol normal
7623,Cuiaba,Alan Empereur,37,gol normal
7623,Palmeiras,Gabriel Veron,90,gol normal
7623,Palmeiras,Giovani Henrique,30,gol normal
7595,Bahia,Luiz Otávio da Silva Santos,62,gol normal
7595,Atletico-MG,Keno,78,gol normal
7595,Atletico-MG,Hulk,73,Penalty
7595,Atletico-MG,Keno,74,gol normal
7595,Bahia,Gilberto Oliveira Souza Junior,66,gol normal
7613,Gremio,Diogo Barbosa,68,gol normal
7613,Gremio,Thiago dos Santos,23,gol normal
7613,Gremio,Jhonata Robert Alves da Silva,90,gol normal
7614,Athletico-PR,Pedro Rocha Neves,58,gol normal
7615,Flamengo,Michael Richard Delgado de Oliveira,40,gol normal
7615,Sport,Gustavo,51,gol normal
7624,Atletico-GO,Arthur Henrique,88,gol normal
7625,Fortaleza,Valentín Depietri,82,gol normal
7626,Bahia,Gilberto Oliveira Souza Junior,39,Penalty
7626,Bahia,Gilberto Oliveira Souza Junior,45,gol normal
7628,Bragantino,Ytalo José dos Santos,39,gol normal
7628,Atletico-MG,Keno,20,gol normal
7628,Atletico-MG,Hulk,88,gol normal
7628,Bragantino,Artur Victor Guimarães,90,gol normal
7628,Atletico-MG,Jefferson Savarino,78,gol normal
7628,Bragantino,Artur Victor Guimarães,47,gol normal
7628,Atletico-MG,Matías Zaracho,52,gol normal
7627,Gremio,Diego Souza,39,gol normal
7627,Corinthians,Renato Augusto,86,gol normal
7630,Sao Paulo,Luciano da Rocha Neves,67,gol normal
7630,Sao Paulo,Luciano da Rocha Neves,5,gol normal
7630,Juventude,Marcos Vinicios,63,gol normal
7630,Sao Paulo,Jonathan Calleri,43,gol normal
7632,Cuiaba,Elton Rodrigues Brandão,9,Penalty
7633,Atletico-GO,Gabriel Baralhas,45,gol normal
7633,Internacional,Yuri Alberto,33,gol normal
7633,Atletico-GO,Janderson,45,gol normal
7634,Santos,Marcos Leonardo Santos Almeida,57,gol normal
7635,Sport,Luciano Juba,88,gol normal
7642,Athletico-PR,Khellven Douglas Silva Oliveira,43,gol normal
7642,Sport,Mikael,28,gol normal
7636,Bahia,Rodrigo Eduardo Costa Marinho,25,Penalty
7636,Fortaleza,Yago Pikachu,78,Penalty
7636,Fortaleza,Wellington Paulista,45,Penalty
7637,Atletico-GO,Lucas Gabriel Ribeiro Firmo,82,gol normal
7637,Atletico-GO,Jonas Toró,90,gol normal
7638,Palmeiras,Kevin,42,gol normal
7639,Fluminense,Luiz Henrique,59,gol normal
7639,Fluminense,David Braz,49,gol normal
7639,Fluminense,Abel Hernández,90,gol normal
7640,America-MG,Ademir,62,gol normal
7640,America-MG,Ademir,58,gol normal
7641,Bragantino,Artur Victor Guimarães,90,gol normal
7643,Juventude,Chico,83,Penalty
7644,Atletico-MG,Eduardo Vargas,35,gol normal
7644,Gremio,Diego Souza,20,gol normal
7644,Atletico-MG,José Rodolfo Pires Ribeiro,26,gol normal
7644,Gremio,Diego Souza,6,gol normal
7644,Gremio,Douglas Costa,59,gol normal
7644,Atletico-MG,Hyoran,90,gol normal
7644,Gremio,Jaminton Campaz,11,gol normal
7645,Cuiaba,Marllon Borges,16,gol normal
7645,Santos,Lucas Braga Ribeiro,75,gol normal
7647,Atletico-GO,Wellington Rato,75,gol normal
7647,Flamengo,Bruno Henrique,84,gol normal
7648,Ceara,Lucas Ribeiro,85,gol normal
7648,Ceara,Stiven Mendoza,14,gol normal
7648,Palmeiras,José Rafael Vivian,22,gol normal
7648,Palmeiras,Gustavo Gómez,90,Penalty
7648,Ceara,Jorge Marco de Oliveira Moraes,7,Gol Contra
7649,Coritiba,Andrey,90,gol normal
7649,Coritiba,Léo Gamalho,47,gol normal
7649,Coritiba,Alef Manga,10,gol normal
7650,Corinthians,Paulinho,17,gol normal
7650,Botafogo-RJ,Diego Gonçalves,66,Penalty
7650,Corinthians,Lucas Piton,44,gol normal
7650,Corinthians,Gustavo Mantuan,26,gol normal
7651,Atletico-MG,Hulk,90,gol normal
7651,Atletico-MG,Hulk,10,gol normal
7652,Cuiaba,Éverton Cardoso da Silva,8,gol normal
7653,Avai,Raniele,52,gol normal
7654,Sao Paulo,Jonathan Calleri,52,gol normal
7654,Sao Paulo,Jonathan Calleri,19,gol normal
7654,Sao Paulo,Luciano da Rocha Neves,74,gol normal
7654,Sao Paulo,Jonathan Calleri,70,gol normal
7655,Bragantino,Miguel Silveira,12,gol normal
7655,Juventude,Óscar Ruiz,69,gol normal
7655,Bragantino,Thalisson Kelven,89,Gol Contra
7655,Juventude,Renan Victor da Silva,30,Gol Contra
7656,Palmeiras,Rony,90,gol normal
7656,Goias,Pedro Raúl,57,gol normal
7658,Corinthians,Róger Guedes,25,gol normal
7658,Corinthians,Róger Guedes,9,gol normal
7658,Corinthians,Róger Guedes,55,gol normal
7657,America-MG,Felipe Azevedo,25,gol normal
7657,America-MG,Iago Maidana,19,Penalty
7657,America-MG,Iago Maidana,65,gol normal
7657,Juventude,Rômulo Zwarg,84,gol normal
7657,America-MG,Pedrinho,89,gol normal
7659,Fluminense,Paulo Marcos de Jesus Ribeiro,90,Gol Contra
7660,Santos,Léo Baptistão,12,gol normal
7660,Santos,Henrique Adriano Buss,32,Gol Contra
7660,Coritiba,Léo Gamalho,28,Penalty
7661,Flamengo,Mauricio Isla,69,gol normal
7661,Flamengo,Gabriel Barbosa Almeida,25,gol normal
7661,Sao Paulo,Jonathan Calleri,41,gol normal
7661,Flamengo,Giorgian De Arrascaeta,72,gol normal
7662,Atletico-MG,Matías Zaracho,49,gol normal
7663,Internacional,Andrés D'Alessandro,45,gol normal
7663,Fortaleza,Yago Pikachu,45,Penalty
7663,Internacional,Alexandre Alemão,90,gol normal
7664,Bragantino,Marcos Vinicios,30,gol normal
7664,Bragantino,Natan Bernardo de Souza,26,gol normal
7664,Bragantino,Ytalo José dos Santos,19,gol normal
7664,Bragantino,Léo Ortiz,59,gol normal
7665,Botafogo-RJ,Erison Danilo de Souza,60,gol normal
7665,Botafogo-RJ,João Victor Santos Sá,18,gol normal
7665,Botafogo-RJ,Erison Danilo de Souza,80,Penalty
7665,Ceara,Lima,43,gol normal
7676,Sao Paulo,Eder Citadin Martins,70,gol normal
7676,Bragantino,Alerrandro Barra Mansa Realino de Souza,1,gol normal
7677,Athletico-PR,David Terans,32,Penalty
7678,Palmeiras,Eduardo Pereira Rodrigues,71,gol normal
7678,Palmeiras,Rony,19,gol normal
7678,Palmeiras,Gustavo Gómez,14,gol normal
7679,Internacional,Alexandre Alemão,54,gol normal
7680,Coritiba,Adrián Emmanuel Martínez,78,gol normal
7680,Coritiba,Igor Paixão,62,gol normal
7680,Atletico-MG,Jefferson Savarino,36,gol normal
7680,Atletico-MG,Jefferson Savarino,23,gol normal
7681,Santos,Vinicius Zanocelo,78,gol normal
7681,Santos,Vinicius Zanocelo,51,gol normal
7681,Santos,Marcos Leonardo Santos Almeida,29,gol normal
7682,Cuiaba,Elton Rodrigues Brandão,84,Penalty
7683,Atletico-GO,Marlon Freitas,51,gol normal
7683,Botafogo-RJ,Leandro Barcia Montero,90,Gol Contra
7684,Goias,Pedro Raúl,76,gol normal
7684,Goias,Élvis Vieira Araújo,88,Penalty
7684,Avai,Bissoli,51,gol normal
7684,Avai,Muriqui,62,Penalty
7684,Avai,Morato,4,gol normal
7668,America-MG,Juan Pablo Ramírez Velásquez,75,gol normal
7667,Bragantino,Ytalo José dos Santos,17,gol normal
7669,Atletico-MG,Hulk,39,gol normal
7669,Goias,Élvis Vieira Araújo,80,Penalty
7669,Goias,Apodi,53,gol normal
7669,Atletico-MG,Eduardo Vargas,56,gol normal
7670,Atletico-GO,Jorginho,45,gol normal
7670,Cuiaba,Rodrigo Eduardo Costa Marinho,82,gol normal
7671,Juventude,Isidro Pitta,64,gol normal
7671,Botafogo-RJ,Diego Gonçalves,83,Penalty
7672,Corinthians,Matheus Jussa,53,Gol Contra
7673,Fluminense,Paulo Henrique Ganso,36,gol normal
